491385	1.0
491386	2.0
491400	0.0
491506	1.0
491507	2.0
492329	0.0
1024283	1.0
1024284	4.0
1024523	5.0
1024687	6.0
1024747	5.0
1024748	6.0
1024761	5.0
1024764	6.0
1024774	7.0
1024784	6.0
1024918	7.0
1024919	8.0
1024920	9.0
1025121	10.0
1025514	9.0
1026125	10.0
1026270	11.0
1026631	10.0
1026662	11.0
1026676	10.0
1026700	11.0
1027147	12.0
1028122	13.0
1028144	12.0
1028206	13.0
1029789	0.0
1029822	1.0
1029823	3.0
1029824	7.0
1029825	12.0
1029826	13.0
1029837	0.0
1029953	1.0
1029954	3.0
1029955	7.0
1029956	10.0
1029957	12.0
1029958	13.0
1031251	0.0
1031396	1.0
1031397	3.0
1031398	7.0
1031399	11.0
1031400	13.0
1031411	0.0
1032479	1.0
1032480	5.0
1032481	11.0
1032482	12.0
1032483	13.0
1032495	0.0
1036391	1.0
1036392	7.0
1036393	14.0
1036394	18.0
1036395	19.0
1036396	20.0
1036407	0.0
1036408	1.0
1036409	4.0
1036410	10.0
1036411	17.0
1036412	19.0
1036413	20.0
1036429	0.0
1036450	1.0
1036451	7.0
1036452	16.0
1036453	19.0
1036454	20.0
1036610	0.0
