2231809	1.0
2231810	4.0
2231811	13.0
2231812	19.0
2231813	20.0
2233125	0.0
2233659	1.0
2233660	3.0
2233661	8.0
2233662	16.0
2233663	20.0
2233675	0.0
2233713	1.0
2233714	7.0
2233715	13.0
2233716	18.0
2233717	20.0
2234041	21.0
2236625	0.0
2239337	1.0
2239338	6.0
2239339	15.0
2239340	24.0
2239341	25.0
2239353	0.0
2993377	1.0
2993378	3.0
2993379	6.0
2993380	10.0
2993381	13.0
2993382	17.0
2993383	18.0
2993397	0.0
2993764	1.0
2993765	3.0
2993766	6.0
2993767	10.0
2993768	13.0
2993769	17.0
2993770	18.0
2993780	0.0
2993839	1.0
2993840	3.0
2993841	6.0
2993842	10.0
2993843	13.0
2993844	17.0
2993845	18.0
2995235	0.0
4808418	1.0
4808552	0.0
4808574	1.0
4808590	0.0
5267073	1.0
5267074	3.0
5267075	4.0
5268862	3.0
5268945	2.0
5268968	3.0
5268984	0.0
5269058	1.0
5269059	2.0
5269073	0.0
